fold_ROC,fold_PR,fold_BalAcc
0.9648148148148148,0.987314542021632,0.9444444444444444
0.9555555555555555,0.9865482412436435,0.9111111111111111
0.9879310344827587,0.9953547181597505,0.8982758620689655
0.9448275862068966,0.9788346405662747,0.8
0.9051724137931034,0.9675568084805756,0.6827586206896552
